Tarih,Tahmin
2020-10-24 00:00:00,15.846460645508605
2020-10-25 00:00:00,15.553877953019022
2020-10-26 00:00:00,15.370342931423535
2020-10-27 00:00:00,15.391793570227
2020-10-28 00:00:00,16.147124463173085
2020-10-29 00:00:00,15.77355918133443
2020-10-30 00:00:00,16.02539099084134
2020-10-31 00:00:00,15.622805742873823
