Tarih,Tahmin
2020-10-24 00:00:00,5.249087932593872
2020-10-25 00:00:00,5.337130860273531
2020-10-26 00:00:00,5.41940441417972
2020-10-27 00:00:00,5.37168616676803
2020-10-28 00:00:00,5.4176130478909945
2020-10-29 00:00:00,5.304748360580348
2020-10-30 00:00:00,5.469610427650736
2020-10-31 00:00:00,5.713117328079207
2020-11-01 00:00:00,5.734131552635805
2020-11-02 00:00:00,5.732963171766853
2020-11-03 00:00:00,5.419661919943373
2020-11-04 00:00:00,5.366203804243893
